GO.ID,Term,Annotated,Significant,Expected,Rank in Fisher.classic,Fisher.elim,Fisher.classic
GO:0007568,aging,90,10,3.32,172,0.00168,0.00206
GO:0150146,cell junction disassembly,15,4,0.55,170,0.00179,0.00198
GO:0002833,positive regulation of response to bioti...,108,11,3.98,176,0.00204,0.00253
GO:0034754,cellular hormone metabolic process,50,7,1.84,179,0.00221,0.00258
GO:0042776,proton motive force-driven mitochondrial...,16,4,0.59,177,0.00232,0.00256
GO:0044827,modulation by host of viral genome repli...,16,4,0.59,178,0.00232,0.00256
GO:1901661,quinone metabolic process,27,5,1,183,0.00273,0.00307
GO:0002526,acute inflammatory response,52,7,1.92,188,0.00278,0.00324
GO:0010875,positive regulation of cholesterol efflu...,17,4,0.63,189,0.00295,0.00325
GO:0050829,defense response to Gram-negative bacter...,28,5,1.03,193,0.00322,0.00362
GO:0010959,regulation of metal ion transport,185,15,6.82,203,0.00342,0.00440
GO:0034341,response to interferon-gamma,99,10,3.65,200,0.00343,0.00415
GO:0022900,electron transport chain,127,17,4.68,53,0.00345,5.4e-06
GO:0007204,positive regulation of cytosolic calcium...,116,11,4.28,204,0.00359,0.00440
GO:0046364,monosaccharide biosynthetic process,55,7,2.03,205,0.00384,0.00446
GO:0019318,hexose metabolic process,152,13,5.6,216,0.00398,0.00499
GO:0045071,negative regulation of viral genome repl...,42,6,1.55,207,0.00410,0.00467
GO:0006959,humoral immune response,108,17,3.98,41,0.00416,5.4e-07
GO:0006766,vitamin metabolic process,56,7,2.06,208,0.00426,0.00493
GO:0052548,regulation of endopeptidase activity,245,22,9.03,93,0.00426,0.00015
GO:0002764,immune response-regulating signaling pat...,285,20,10.5,230,0.00428,0.00577
GO:0015909,long-chain fatty acid transport,30,5,1.11,209,0.00440,0.00494
GO:0001523,retinoid metabolic process,30,5,1.11,210,0.00440,0.00494
GO:0032367,intracellular cholesterol transport,19,4,0.7,212,0.00453,0.00499
GO:0001516,prostaglandin biosynthetic process,19,4,0.7,213,0.00453,0.00499
GO:0050866,negative regulation of cell activation,120,11,4.42,226,0.00465,0.00569
GO:0150078,positive regulation of neuroinflammatory...,10,3,0.37,220,0.00491,0.00530
GO:0002291,T cell activation via T cell receptor co...,10,3,0.37,221,0.00491,0.00530
GO:0006027,glycosaminoglycan catabolic process,10,3,0.37,222,0.00491,0.00530
GO:0010889,regulation of sequestering of triglyceri...,10,3,0.37,223,0.00491,0.00530
GO:0050872,white fat cell differentiation,10,3,0.37,224,0.00491,0.00530
GO:0097242,amyloid-beta clearance,31,5,1.14,227,0.00509,0.00571
GO:0050766,positive regulation of phagocytosis,44,6,1.62,232,0.00518,0.00590
GO:0032103,positive regulation of response to exter...,245,20,9.03,142,0.00561,0.00099
GO:0010951,negative regulation of endopeptidase act...,124,11,4.57,251,0.00595,0.00725
GO:0071345,cellular response to cytokine stimulus,503,30,18.54,271,0.00606,0.00881
GO:0002468,dendritic cell antigen processing and pr...,11,3,0.41,246,0.00657,0.00708
GO:1904152,regulation of retrograde protein transpo...,11,3,0.41,247,0.00657,0.00708
GO:0019377,glycolipid catabolic process,11,3,0.41,248,0.00657,0.00708
GO:0010984,regulation of lipoprotein particle clear...,11,3,0.41,249,0.00657,0.00708
GO:0006783,heme biosynthetic process,21,4,0.77,253,0.00660,0.00725
GO:0052372,modulation by symbiont of entry into hos...,33,5,1.22,258,0.00670,0.00749
GO:0003013,circulatory system process,238,17,8.77,272,0.00687,0.00890
GO:0034440,lipid oxidation,73,12,2.69,66,0.00733,1.6e-05
GO:1901575,organic substance catabolic process,1350,82,49.76,50,0.00742,4.8e-06
GO:0006631,fatty acid metabolic process,214,24,7.89,44,0.00752,1.7e-06
GO:1901700,response to oxygen-containing compound,894,47,32.95,317,0.00754,0.01223
GO:0050810,regulation of steroid biosynthetic proce...,34,5,1.25,266,0.00762,0.00852
GO:0090322,regulation of superoxide metabolic proce...,22,4,0.81,267,0.00783,0.00860
GO:0002437,inflammatory response to antigenic stimu...,48,6,1.77,276,0.00797,0.00905
GO:0045824,negative regulation of innate immune res...,49,9,1.81,85,0.00826,7.7e-05
GO:0050870,positive regulation of T cell activation,148,12,5.45,295,0.00843,0.01033
GO:0140374,antiviral innate immune response,12,3,0.44,277,0.00852,0.00918
GO:0071801,regulation of podosome assembly,12,3,0.44,278,0.00852,0.00918
GO:0097067,cellular response to thyroid hormone sti...,12,3,0.44,279,0.00852,0.00918
GO:0070293,renal absorption,12,3,0.44,280,0.00852,0.00918
GO:0044794,positive regulation by host of viral pro...,12,3,0.44,281,0.00852,0.00918
GO:0061684,chaperone-mediated autophagy,12,3,0.44,282,0.00852,0.00918
GO:0005975,carbohydrate metabolic process,345,29,12.72,77,0.00858,4.4e-05
GO:0006885,regulation of pH,49,6,1.81,289,0.00881,0.00999
GO:1901136,carbohydrate derivative catabolic proces...,101,13,3.72,88,0.00900,0.00010
GO:0009410,response to xenobiotic stimulus,206,15,7.59,301,0.00912,0.01151
GO:0019369,arachidonic acid metabolic process,23,4,0.85,290,0.00921,0.01011
GO:0032368,regulation of lipid transport,50,6,1.84,298,0.00970,0.01100
GO:0048878,chemical homeostasis,568,41,20.94,78,0.00971,4.4e-05
GO:0032720,negative regulation of tumor necrosis fa...,36,5,1.33,297,0.00972,0.01085
GO:0019884,antigen processing and presentation of e...,36,13,1.33,5,0.00997,2.8e-10
GO:0048871,multicellular organismal homeostasis,268,18,9.88,322,0.01015,0.01314
GO:0055088,lipid homeostasis,82,8,3.02,311,0.01042,0.01214
GO:0008037,cell recognition,66,7,2.43,307,0.01046,0.01202
GO:0016052,carbohydrate catabolic process,99,9,3.65,318,0.01059,0.01249
GO:0034340,response to type I interferon,51,6,1.88,309,0.01067,0.01208
GO:0045591,positive regulation of regulatory T cell...,13,3,0.48,302,0.01078,0.01160
GO:0071404,cellular response to low-density lipopro...,13,3,0.48,303,0.01078,0.01160
GO:0016042,lipid catabolic process,164,20,6.04,47,0.01080,3.5e-06
GO:0006805,xenobiotic metabolic process,37,5,1.36,312,0.01091,0.01217
GO:0050435,amyloid-beta metabolic process,37,5,1.36,313,0.01091,0.01217
GO:0071346,cellular response to interferon-gamma,83,8,3.06,321,0.01117,0.01300
GO:0051924,regulation of calcium ion transport,118,10,4.35,331,0.01163,0.01385
GO:0046209,nitric oxide metabolic process,52,6,1.92,323,0.01170,0.01324
GO:0070661,leukocyte proliferation,193,14,7.11,339,0.01193,0.01482
GO:0001937,negative regulation of endothelial cell ...,25,4,0.92,329,0.01242,0.01361
GO:0046718,viral entry into host cell,102,9,3.76,340,0.01274,0.01498
GO:0120162,positive regulation of cold-induced ther...,53,6,1.95,336,0.01279,0.01447
GO:2001057,reactive nitrogen species metabolic proc...,53,6,1.95,337,0.01279,0.01447
GO:0008015,blood circulation,195,14,7.19,352,0.01297,0.01609
GO:0001959,regulation of cytokine-mediated signalin...,103,9,3.8,351,0.01352,0.01589
GO:1905954,positive regulation of lipid localizatio...,39,5,1.44,341,0.01358,0.01512
GO:0006749,glutathione metabolic process,39,5,1.44,342,0.01358,0.01512
GO:0031349,positive regulation of defense response,170,15,6.27,169,0.01423,0.00196
GO:0032370,positive regulation of lipid transport,26,4,0.96,346,0.01426,0.01562
GO:0008347,glial cell migration,26,4,0.96,347,0.01426,0.01562
GO:0014002,astrocyte development,26,4,0.96,348,0.01426,0.01562
GO:0014068,positive regulation of phosphatidylinosi...,40,5,1.47,354,0.01506,0.01676
GO:0032653,regulation of interleukin-10 production,40,5,1.47,355,0.01506,0.01676
GO:0032613,interleukin-10 production,40,5,1.47,356,0.01506,0.01676
GO:0070542,response to fatty acid,40,5,1.47,357,0.01506,0.01676
GO:0007596,blood coagulation,123,10,4.53,375,0.01525,0.01809
GO:0019725,cellular homeostasis,445,31,16.4,132,0.01557,0.00072
GO:0032371,regulation of sterol transport,15,3,0.55,360,0.01624,0.01745
GO:0032374,regulation of cholesterol transport,15,3,0.55,361,0.01624,0.01745
GO:0008207,C21-steroid hormone metabolic process,15,3,0.55,362,0.01624,0.01745
GO:0033238,regulation of cellular amine metabolic p...,15,3,0.55,363,0.01624,0.01745
GO:0045940,positive regulation of steroid metabolic...,15,3,0.55,364,0.01624,0.01745
GO:0006775,fat-soluble vitamin metabolic process,15,3,0.55,365,0.01624,0.01745
GO:2001259,positive regulation of cation channel ac...,27,4,1,369,0.01627,0.01780
GO:0009988,cell-cell recognition,27,4,1,370,0.01627,0.01780
GO:0046596,regulation of viral entry into host cell,27,4,1,371,0.01627,0.01780
GO:0006629,lipid metabolic process,734,56,27.05,38,0.01634,2.4e-07
GO:0050830,defense response to Gram-positive bacter...,41,5,1.51,376,0.01665,0.01851
GO:0001960,negative regulation of cytokine-mediated...,41,5,1.51,377,0.01665,0.01851
GO:0050878,regulation of body fluid levels,202,14,7.45,402,0.01719,0.02119
GO:0007584,response to nutrient,73,7,2.69,385,0.01761,0.02012
GO:0071466,cellular response to xenobiotic stimulus,73,7,2.69,386,0.01761,0.02012
GO:0007599,hemostasis,126,10,4.64,401,0.01779,0.02105
GO:0030004,cellular monovalent inorganic cation hom...,57,6,2.1,391,0.01790,0.02018
GO:0031638,zymogen activation,42,5,1.55,392,0.01835,0.02038
GO:0010522,regulation of calcium ion transport into...,42,5,1.55,393,0.01835,0.02038
GO:1901998,toxin transport,28,4,1.03,388,0.01844,0.02017
GO:0042446,hormone biosynthetic process,28,4,1.03,389,0.01844,0.02017
GO:0006090,pyruvate metabolic process,74,7,2.73,403,0.01886,0.02152
GO:0006898,receptor-mediated endocytosis,146,11,5.38,407,0.01893,0.02261
GO:0043473,pigmentation,58,6,2.14,406,0.01937,0.02181
GO:0035036,sperm-egg recognition,16,3,0.59,397,0.01945,0.02089
GO:0048143,astrocyte activation,16,3,0.59,398,0.01945,0.02089
GO:0030574,collagen catabolic process,16,3,0.59,399,0.01945,0.02089
GO:1903901,negative regulation of viral life cycle,16,3,0.59,400,0.01945,0.02089
GO:0042742,defense response to bacterium,121,13,4.46,126,0.01974,0.00064
GO:0006954,inflammatory response,408,31,15.04,95,0.02015,0.00016
GO:0062013,positive regulation of small molecule me...,75,7,2.76,412,0.02016,0.02300
GO:0019233,sensory perception of pain,29,4,1.07,408,0.02079,0.02272
GO:0033003,regulation of mast cell activation,29,4,1.07,409,0.02079,0.02272
GO:0006099,tricarboxylic acid cycle,29,4,1.07,410,0.02079,0.02272
GO:0051651,maintenance of location in cell,130,10,4.79,432,0.02165,0.02553
GO:0019395,fatty acid oxidation,68,11,2.51,76,0.02187,4.3e-05
GO:0060761,negative regulation of response to cytok...,44,5,1.62,418,0.02208,0.02449
GO:0060759,regulation of response to cytokine stimu...,112,9,4.13,434,0.02225,0.02595
GO:0050727,regulation of inflammatory response,201,16,7.41,198,0.02286,0.00398
GO:0006516,glycoprotein catabolic process,17,3,0.63,419,0.02298,0.02467
GO:0120178,steroid hormone biosynthetic process,17,3,0.63,420,0.02298,0.02467
GO:0003009,skeletal muscle contraction,17,3,0.63,421,0.02298,0.02467
GO:0140448,signaling receptor ligand precursor proc...,17,3,0.63,422,0.02298,0.02467
GO:0010743,regulation of macrophage derived foam ce...,17,3,0.63,423,0.02298,0.02467
GO:0002701,negative regulation of production of mol...,17,3,0.63,424,0.02298,0.02467
GO:0032691,negative regulation of interleukin-1 bet...,17,3,0.63,425,0.02298,0.02467
GO:0060333,interferon-gamma-mediated signaling path...,17,3,0.63,426,0.02298,0.02467
GO:0032928,regulation of superoxide anion generatio...,17,3,0.63,427,0.02298,0.02467
GO:0045454,cell redox homeostasis,30,4,1.11,428,0.02331,0.02545
GO:0001774,microglial cell activation,30,4,1.11,429,0.02331,0.02545
GO:1905517,macrophage migration,30,4,1.11,430,0.02331,0.02545
GO:0062012,regulation of small molecule metabolic p...,190,13,7,442,0.02332,0.02829
GO:1904062,regulation of cation transmembrane trans...,151,11,5.57,441,0.02365,0.02813
GO:0071357,cellular response to type I interferon,45,5,1.66,437,0.02411,0.02672
GO:0019637,organophosphate metabolic process,561,33,20.68,261,0.02554,0.00750
GO:0070663,regulation of leukocyte proliferation,153,11,5.64,460,0.02576,0.03059
GO:0044282,small molecule catabolic process,207,19,7.63,105,0.02586,0.00031
GO:0071674,mononuclear cell migration,115,9,4.24,459,0.02590,0.03013
GO:0002347,response to tumor cell,31,4,1.14,443,0.02601,0.02838
GO:0043277,apoptotic cell clearance,31,4,1.14,444,0.02601,0.02838
GO:0097028,dendritic cell differentiation,31,4,1.14,445,0.02601,0.02838
GO:0030193,regulation of blood coagulation,31,4,1.14,446,0.02601,0.02838
GO:1900046,regulation of hemostasis,31,4,1.14,447,0.02601,0.02838
GO:0050886,endocrine process,31,4,1.14,448,0.02601,0.02838
GO:0023026,MHC class II protein complex binding,21,9,0.76,3,1.9e-08,2.5e-08
GO:0042605,peptide antigen binding,17,8,0.62,5,4.9e-08,6.2e-08
GO:0140375,immune receptor activity,65,13,2.36,10,4.3e-07,6.1e-07
GO:0016616,oxidoreductase activity, acting on the C...,81,16,2.94,4,1.1e-06,3.6e-08
GO:0019865,immunoglobulin binding,10,5,0.36,15,1.3e-05,1.5e-05
GO:0004888,transmembrane signaling receptor activit...,253,23,9.18,23,4.3e-05,6.8e-05
GO:0004553,hydrolase activity, hydrolyzing O-glycos...,48,9,1.74,22,4.6e-05,5.8e-05
GO:0004602,glutathione peroxidase activity,16,5,0.58,28,0.00019,0.00022
GO:0042608,T cell receptor binding,10,4,0.36,33,0.00030,0.00033
GO:0036041,long-chain fatty acid binding,10,4,0.36,34,0.00030,0.00033
GO:0016209,antioxidant activity,54,12,1.96,9,0.00034,5.0e-07
GO:0016836,hydro-lyase activity,40,7,1.45,39,0.00051,0.00061
GO:0004298,threonine-type endopeptidase activity,12,4,0.44,40,0.00066,0.00074
GO:0030246,carbohydrate binding,132,16,4.79,20,0.00071,3.0e-05
GO:0009055,electron transfer activity,93,14,3.38,13,0.00097,7.9e-06
GO:0005504,fatty acid binding,24,8,0.87,11,0.00121,1.5e-06
GO:0004364,glutathione transferase activity,14,4,0.51,44,0.00126,0.00141
GO:0046933,proton-transporting ATP synthase activit...,14,4,0.51,45,0.00126,0.00141
GO:0020037,heme binding,47,7,1.71,48,0.00138,0.00163
GO:0050661,NADP binding,35,6,1.27,49,0.00143,0.00167
GO:0008137,NADH dehydrogenase (ubiquinone) activity,35,6,1.27,50,0.00143,0.00167
GO:0001540,amyloid-beta binding,48,7,1.74,51,0.00156,0.00185
GO:0016620,oxidoreductase activity, acting on the a...,25,7,0.91,17,0.00162,2.5e-05
GO:0042288,MHC class I protein binding,16,4,0.58,56,0.00217,0.00242
GO:0005044,scavenger receptor activity,16,4,0.58,57,0.00217,0.00242
GO:0051287,NAD binding,39,6,1.42,59,0.00255,0.00296
GO:0004180,carboxypeptidase activity,17,4,0.62,60,0.00276,0.00307
GO:0001786,phosphatidylserine binding,28,5,1.02,63,0.00298,0.00338
GO:0008236,serine-type peptidase activity,65,10,2.36,26,0.00321,0.00013
GO:0004252,serine-type endopeptidase activity,56,7,2.03,67,0.00385,0.00453
GO:0016651,oxidoreductase activity, acting on NAD(P...,66,11,2.4,19,0.00443,2.8e-05
GO:0016702,oxidoreductase activity, acting on singl...,10,3,0.36,68,0.00466,0.00507
GO:0004303,estradiol 17-beta-dehydrogenase activity,10,3,0.36,69,0.00466,0.00507
GO:0004029,aldehyde dehydrogenase (NAD+) activity,10,3,0.36,70,0.00466,0.00507
GO:0043177,organic acid binding,59,7,2.14,73,0.00516,0.00606
GO:0004866,endopeptidase inhibitor activity,75,8,2.72,75,0.00552,0.00658
GO:0016408,C-acyltransferase activity,11,3,0.4,76,0.00624,0.00677
GO:0005324,long-chain fatty acid transporter activi...,11,3,0.4,77,0.00624,0.00677
GO:0048029,monosaccharide binding,49,6,1.78,86,0.00808,0.00928
GO:0046961,proton-transporting ATPase activity, rot...,12,3,0.44,81,0.00810,0.00879
GO:0016504,peptidase activator activity,36,5,1.31,88,0.00902,0.01018
GO:0016491,oxidoreductase activity,437,52,15.86,1,0.01127,4.2e-14
GO:0017022,myosin binding,38,5,1.38,91,0.01132,0.01276
GO:0004601,peroxidase activity,30,8,1.09,14,0.01224,9.8e-06
GO:0008106,alcohol dehydrogenase (NADP+) activity,14,3,0.51,93,0.01270,0.01376
GO:0016628,oxidoreductase activity, acting on the C...,26,4,0.94,94,0.01340,0.01481
GO:0016853,isomerase activity,106,9,3.85,96,0.01442,0.01719
GO:0008238,exopeptidase activity,59,9,2.14,32,0.01640,0.00030
GO:0016505,peptidase activator activity involved in...,16,3,0.58,97,0.01852,0.02003
GO:1901618,organic hydroxy compound transmembrane t...,16,3,0.58,98,0.01852,0.02003
GO:0004033,aldo-keto reductase (NADP) activity,16,3,0.58,99,0.01852,0.02003
GO:0004497,monooxygenase activity,29,4,1.05,100,0.01957,0.02157
GO:0033218,amide binding,201,25,7.29,7,0.02011,1.1e-07
GO:0016667,oxidoreductase activity, acting on a sul...,44,5,1.6,101,0.02056,0.02305
GO:0016627,oxidoreductase activity, acting on the C...,46,5,1.67,103,0.02449,0.02740
GO:0016684,oxidoreductase activity, acting on perox...,34,8,1.23,18,0.02471,2.7e-05
GO:0005518,collagen binding,32,4,1.16,104,0.02723,0.02994
GO:0016860,intramolecular oxidoreductase activity,32,4,1.16,105,0.02723,0.02994
GO:0004867,serine-type endopeptidase inhibitor acti...,32,4,1.16,106,0.02723,0.02994
GO:0016298,lipase activity,48,5,1.74,107,0.02887,0.03225
GO:0042802,identical protein binding,1187,55,43.08,118,0.03011,0.04905
GO:0098632,cell-cell adhesion mediator activity,33,4,1.2,108,0.03013,0.03311
GO:0052689,carboxylic ester hydrolase activity,66,6,2.4,109,0.03158,0.03576
GO:0002020,protease binding,84,7,3.05,111,0.03202,0.03673
GO:0015036,disulfide oxidoreductase activity,34,4,1.23,110,0.03321,0.03646
GO:0008528,G protein-coupled peptide receptor activ...,21,3,0.76,114,0.03852,0.04151
GO:0042277,peptide binding,157,22,5.7,6,0.04085,7.5e-08
GO:0098631,cell adhesion mediator activity,37,4,1.34,116,0.04350,0.04764
GO:0016410,N-acyltransferase activity,54,5,1.96,119,0.04483,0.04983
GO:0015645,fatty acid ligase activity,10,2,0.36,120,0.04847,0.05114
GO:0016857,racemase and epimerase activity, acting ...,10,2,0.36,121,0.04847,0.05114
GO:0097677,STAT family protein binding,10,2,0.36,122,0.04847,0.05114
GO:0001653,peptide receptor activity,23,3,0.83,123,0.04866,0.05235
GO:0004620,phospholipase activity,40,4,1.45,125,0.05538,0.06050
GO:0061135,endopeptidase regulator activity,86,10,3.12,43,0.05621,0.00129
GO:0004930,G protein-coupled receptor activity,76,6,2.76,131,0.05657,0.06351
GO:0005537,mannose binding,11,2,0.4,126,0.05786,0.06100
GO:0016668,oxidoreductase activity, acting on a sul...,11,2,0.4,127,0.05786,0.06100
GO:0030169,low-density lipoprotein particle binding,11,2,0.4,128,0.05786,0.06100
GO:0061133,endopeptidase activator activity,11,2,0.4,129,0.05786,0.06100
GO:0120020,cholesterol transfer activity,11,2,0.4,130,0.05786,0.06100
GO:0051787,misfolded protein binding,25,3,0.91,133,0.05997,0.06442
GO:0003725,double-stranded RNA binding,60,5,2.18,142,0.06519,0.07209
GO:0050840,extracellular matrix binding,26,3,0.94,135,0.06605,0.07089
GO:0004177,aminopeptidase activity,26,3,0.94,136,0.06605,0.07089
GO:0015179,L-amino acid transmembrane transporter a...,26,3,0.94,137,0.06605,0.07089
GO:0120015,sterol transfer activity,12,2,0.44,138,0.06781,0.07144
GO:0016864,intramolecular oxidoreductase activity, ...,12,2,0.44,139,0.06781,0.07144
GO:0070402,NADPH binding,12,2,0.44,140,0.06781,0.07144
GO:0003756,protein disulfide isomerase activity,12,2,0.44,141,0.06781,0.07144
GO:0005506,iron ion binding,61,5,2.21,144,0.06901,0.07625
GO:0008375,acetylglucosaminyltransferase activity,27,3,0.98,146,0.07239,0.07764
GO:0044389,ubiquitin-like protein ligase binding,252,14,9.15,158,0.07333,0.08833
GO:0016655,oxidoreductase activity, acting on NAD(P...,48,8,1.74,36,0.07633,0.00035
GO:0016895,exodeoxyribonuclease activity, producing...,13,2,0.47,149,0.07828,0.08241
GO:0016018,cyclosporin A binding,13,2,0.47,150,0.07828,0.08241
GO:0016854,racemase and epimerase activity,13,2,0.47,151,0.07828,0.08241
GO:0004529,exodeoxyribonuclease activity,13,2,0.47,152,0.07828,0.08241
GO:0016675,oxidoreductase activity, acting on a hem...,13,2,0.47,153,0.07828,0.08241
GO:1901567,fatty acid derivative binding,13,2,0.47,154,0.07828,0.08241
GO:0016646,oxidoreductase activity, acting on the C...,13,2,0.47,155,0.07828,0.08241
GO:0000062,fatty-acyl-CoA binding,13,2,0.47,156,0.07828,0.08241
GO:0043531,ADP binding,28,3,1.02,157,0.07900,0.08466
GO:0016829,lyase activity,105,12,3.81,38,0.08085,0.00051
GO:0003674,molecular_function,9068,332,329.08,528,0.08271,0.99776
GO:0005178,integrin binding,84,6,3.05,162,0.08324,0.09282
GO:0005546,phosphatidylinositol-4,5-bisphosphate bi...,46,4,1.67,159,0.08382,0.09114
GO:0015035,protein-disulfide reductase activity,29,3,1.05,160,0.08585,0.09194
GO:0042562,hormone binding,29,3,1.05,161,0.08585,0.09194
GO:0120227,acyl-CoA binding,14,2,0.51,163,0.08921,0.09386
GO:0008656,cysteine-type endopeptidase activator ac...,14,2,0.51,164,0.08921,0.09386
GO:0016405,CoA-ligase activity,14,2,0.51,165,0.08921,0.09386
GO:0031625,ubiquitin protein ligase binding,238,13,8.64,171,0.09104,0.10799
GO:0050839,cell adhesion molecule binding,378,19,13.72,173,0.09171,0.11340
GO:0061631,ubiquitin conjugating enzyme activity,30,3,1.09,166,0.09295,0.09947
GO:0004536,deoxyribonuclease activity,30,3,1.09,167,0.09295,0.09947
GO:0015485,cholesterol binding,30,3,1.09,168,0.09295,0.09947
GO:0005102,signaling receptor binding,664,37,24.1,80,0.09905,0.00869
GO:0004197,cysteine-type endopeptidase activity,68,5,2.47,172,0.09910,0.10888
GO:0071813,lipoprotein particle binding,15,2,0.54,169,0.10055,0.10572
GO:0071814,protein-lipid complex binding,15,2,0.54,170,0.10055,0.10572
GO:0016645,oxidoreductase activity, acting on the C...,16,2,0.58,174,0.11227,0.11796
GO:0061650,ubiquitin-like protein conjugating enzym...,33,3,1.2,175,0.11562,0.12345
GO:0034212,peptide N-acetyltransferase activity,34,3,1.23,180,0.12359,0.13187
GO:0016709,oxidoreductase activity, acting on paire...,17,2,0.62,176,0.12432,0.13054
GO:0050750,low-density lipoprotein particle recepto...,17,2,0.62,177,0.12432,0.13054
GO:0043236,laminin binding,17,2,0.62,178,0.12432,0.13054
GO:0140597,protein carrier chaperone,17,2,0.62,179,0.12432,0.13054
GO:0050660,flavin adenine dinucleotide binding,54,4,1.96,184,0.13063,0.14116
GO:0015171,amino acid transmembrane transporter act...,35,3,1.27,182,0.13176,0.14048
GO:0008235,metalloexopeptidase activity,35,3,1.27,183,0.13176,0.14048
GO:0016878,acid-thiol ligase activity,18,2,0.65,185,0.13666,0.14340
GO:0070006,metalloaminopeptidase activity,18,2,0.65,186,0.13666,0.14340
GO:0070325,lipoprotein particle receptor binding,18,2,0.65,187,0.13666,0.14340
GO:1990381,ubiquitin-specific protease binding,18,2,0.65,188,0.13666,0.14340
GO:0044183,protein folding chaperone,36,3,1.31,189,0.14011,0.14928
GO:0005544,calcium-dependent phospholipid binding,19,2,0.69,191,0.14926,0.15651
GO:0001968,fibronectin binding,19,2,0.69,192,0.14926,0.15651
GO:0016831,carboxy-lyase activity,19,2,0.69,193,0.14926,0.15651
GO:0043394,proteoglycan binding,19,2,0.69,194,0.14926,0.15651
GO:0043621,protein self-association,38,3,1.38,195,0.15732,0.16738
GO:0032934,sterol binding,38,3,1.38,196,0.15732,0.16738
GO:0022884,macromolecule transmembrane transporter ...,20,2,0.73,197,0.16208,0.16984
GO:0016614,oxidoreductase activity, acting on CH-OH...,86,17,3.12,2,0.16210,1.3e-08
GO:1902936,phosphatidylinositol bisphosphate bindin...,59,4,2.14,198,0.16429,0.17687
GO:0005509,calcium ion binding,266,13,9.65,204,0.16727,0.19370
GO:0016407,acetyltransferase activity,60,4,2.18,202,0.17137,0.18435
GO:0038024,cargo receptor activity,37,6,1.34,53,0.17227,0.00224
GO:0015248,sterol transporter activity,21,2,0.76,199,0.17508,0.18335
GO:0015175,neutral amino acid transmembrane transpo...,21,2,0.76,200,0.17508,0.18335
GO:0016597,amino acid binding,21,2,0.76,201,0.17508,0.18335
GO:0016705,oxidoreductase activity, acting on paire...,83,5,3.01,207,0.18132,0.19691
GO:0019905,syntaxin binding,41,3,1.49,206,0.18426,0.19562
