GO.ID,Term,Annotated,Significant,Expected,Rank in Fisher.classic,Fisher.elim,Fisher.classic
GO:0055119,relaxation of cardiac muscle,11,2,0.2,556,0.01551,0.01551
GO:0010894,negative regulation of steroid biosynthe...,11,2,0.2,557,0.01551,0.01551
GO:0032891,negative regulation of organic acid tran...,11,2,0.2,558,0.01551,0.01551
GO:0045672,positive regulation of osteoclast differ...,11,2,0.2,559,0.01551,0.01551
GO:0002693,positive regulation of cellular extravas...,11,2,0.2,560,0.01551,0.01551
GO:0045939,negative regulation of steroid metabolic...,11,2,0.2,561,0.01551,0.01551
GO:2000628,regulation of miRNA metabolic process,11,2,0.2,562,0.01551,0.01551
GO:1901653,cellular response to peptide,218,9,3.87,563,0.01554,0.01554
GO:0001774,microglial cell activation,30,3,0.53,564,0.01569,0.01569
GO:0001706,endoderm formation,30,3,0.53,565,0.01569,0.01569
GO:0015909,long-chain fatty acid transport,30,3,0.53,566,0.01569,0.01569
GO:0051055,negative regulation of lipid biosyntheti...,30,3,0.53,567,0.01569,0.01569
GO:0008009,chemokine activity,20,5,0.35,7,1.8e-05,1.8e-05
GO:0005125,cytokine activity,69,11,1.2,1,0.00016,2.3e-08
GO:0046965,nuclear retinoid X receptor binding,11,3,0.19,13,0.00076,0.00076
GO:0019956,chemokine binding,12,3,0.21,18,0.00100,0.00100
GO:0005102,signaling receptor binding,664,32,11.51,2,0.00132,8.6e-08
GO:0019200,carbohydrate kinase activity,14,3,0.24,20,0.00161,0.00161
GO:0038023,signaling receptor activity,368,18,6.38,9,0.00242,6.5e-05
GO:0008320,protein transmembrane transporter activi...,16,3,0.28,22,0.00242,0.00242
GO:0000978,RNA polymerase II cis-regulatory region ...,437,16,7.57,23,0.00369,0.00369
GO:0048020,CCR chemokine receptor binding,19,3,0.33,24,0.00403,0.00403
GO:0001968,fibronectin binding,19,3,0.33,25,0.00403,0.00403
GO:0004896,cytokine receptor activity,40,4,0.69,30,0.00488,0.00488
GO:0008528,G protein-coupled peptide receptor activ...,21,3,0.36,31,0.00540,0.00540
GO:0070851,growth factor receptor binding,66,5,1.14,32,0.00560,0.00560
GO:0003823,antigen binding,43,4,0.75,34,0.00634,0.00634
GO:0019829,ATPase-coupled cation transmembrane tran...,23,3,0.4,36,0.00701,0.00701
GO:0097367,carbohydrate derivative binding,1290,34,22.35,39,0.00724,0.00724
GO:0001228,DNA-binding transcription activator acti...,200,9,3.47,40,0.00793,0.00793
GO:0030145,manganese ion binding,46,4,0.8,42,0.00805,0.00805
GO:0005201,extracellular matrix structural constitu...,47,4,0.81,43,0.00868,0.00868
GO:0008083,growth factor activity,48,4,0.83,44,0.00935,0.00935
GO:0050840,extracellular matrix binding,26,3,0.45,45,0.00991,0.00991
GO:0016773,phosphotransferase activity, alcohol gro...,403,14,6.98,46,0.01012,0.01012
GO:0000987,cis-regulatory region sequence-specific ...,447,18,7.75,12,0.01098,0.00071
GO:0060229,lipase activator activity,11,2,0.19,49,0.01481,0.01481
GO:0016004,phospholipase activator activity,11,2,0.19,50,0.01481,0.01481
GO:0035259,nuclear glucocorticoid receptor binding,11,2,0.19,51,0.01481,0.01481
GO:0042056,chemoattractant activity,11,2,0.19,52,0.01481,0.01481
GO:0140272,exogenous protein binding,55,4,0.95,54,0.01493,0.01493
GO:0001618,virus receptor activity,55,4,0.95,55,0.01493,0.01493
GO:0005178,integrin binding,84,5,1.46,56,0.01511,0.01511
GO:0005518,collagen binding,32,3,0.55,57,0.01753,0.01753
GO:0051117,ATPase binding,59,4,1.02,59,0.01889,0.01889
GO:0031683,G-protein beta/gamma-subunit complex bin...,13,2,0.23,61,0.02053,0.02053
GO:0015171,amino acid transmembrane transporter act...,35,3,0.61,63,0.02228,0.02228
GO:0046943,carboxylic acid transmembrane transporte...,63,4,1.09,64,0.02346,0.02346
GO:0005342,organic acid transmembrane transporter a...,63,4,1.09,65,0.02346,0.02346
GO:0015144,carbohydrate transmembrane transporter a...,14,2,0.24,66,0.02369,0.02369
GO:0035613,RNA stem-loop binding,15,2,0.26,67,0.02702,0.02702
GO:0030246,carbohydrate binding,132,6,2.29,68,0.02704,0.02704
GO:0050839,cell adhesion molecule binding,378,12,6.55,70,0.03116,0.03116
GO:0042605,peptide antigen binding,17,2,0.29,71,0.03422,0.03422
GO:0004709,MAP kinase kinase kinase activity,17,2,0.29,72,0.03422,0.03422
GO:0001227,DNA-binding transcription repressor acti...,140,6,2.43,73,0.03467,0.03467
GO:0001217,DNA-binding transcription repressor acti...,143,6,2.48,75,0.03786,0.03786
GO:0001965,G-protein alpha-subunit binding,19,2,0.33,77,0.04207,0.04207
GO:0043394,proteoglycan binding,19,2,0.33,78,0.04207,0.04207
GO:0019901,protein kinase binding,441,13,7.64,79,0.04242,0.04242
GO:0035925,mRNA 3'-UTR AU-rich region binding,20,2,0.35,80,0.04623,0.04623
GO:0019900,kinase binding,494,14,8.56,81,0.04736,0.04736
GO:0019904,protein domain specific binding,452,13,7.83,82,0.04991,0.04991
GO:0005154,epidermal growth factor receptor binding,21,2,0.36,83,0.05053,0.05053
GO:0032452,histone demethylase activity,21,2,0.36,84,0.05053,0.05053
GO:0015175,neutral amino acid transmembrane transpo...,21,2,0.36,85,0.05053,0.05053
GO:0140457,protein demethylase activity,21,2,0.36,86,0.05053,0.05053
GO:0005539,glycosaminoglycan binding,81,4,1.4,87,0.05175,0.05175
GO:0048029,monosaccharide binding,49,3,0.85,88,0.05270,0.05270
GO:0043015,gamma-tubulin binding,22,2,0.38,89,0.05496,0.05496
GO:0140359,ABC-type transporter activity,22,2,0.38,90,0.05496,0.05496
GO:0002020,protease binding,84,4,1.46,92,0.05772,0.05772
GO:0019955,cytokine binding,65,6,1.13,16,0.06113,0.00088
GO:0001664,G protein-coupled receptor binding,115,10,1.99,8,0.06167,2.9e-05
GO:0032555,purine ribonucleotide binding,1153,27,19.98,93,0.06203,0.06203
GO:0000976,transcription cis-regulatory region bind...,568,21,9.84,14,0.06352,0.00078
GO:0043168,anion binding,1414,32,24.5,94,0.06410,0.06410
GO:0001067,transcription regulatory region nucleic ...,569,21,9.86,15,0.06519,0.00079
GO:0032553,ribonucleotide binding,1159,27,20.08,95,0.06530,0.06530
GO:0140375,immune receptor activity,65,6,1.13,17,0.06653,0.00088
GO:0017076,purine nucleotide binding,1162,27,20.13,97,0.06698,0.06698
GO:0004930,G protein-coupled receptor activity,76,6,1.32,21,0.06698,0.00198
GO:0046915,transition metal ion transmembrane trans...,25,2,0.43,98,0.06903,0.06903
GO:0035639,purine ribonucleoside triphosphate bindi...,1122,26,19.44,99,0.07353,0.07353
GO:0032451,demethylase activity,26,2,0.45,100,0.07396,0.07396
GO:0015179,L-amino acid transmembrane transporter a...,26,2,0.45,101,0.07396,0.07396
GO:0008201,heparin binding,57,3,0.99,102,0.07585,0.07585
GO:0003924,GTPase activity,214,7,3.71,103,0.07836,0.07836
GO:0097718,disordered domain specific binding,27,2,0.47,104,0.07900,0.07900
GO:0032559,adenyl ribonucleotide binding,932,22,16.15,105,0.08240,0.08240
GO:0030554,adenyl nucleotide binding,941,22,16.31,107,0.08917,0.08917
GO:0008081,phosphoric diester hydrolase activity,29,2,0.5,108,0.08938,0.08938
GO:0004879,nuclear receptor activity,30,2,0.52,112,0.09471,0.09471
GO:0098531,ligand-activated transcription factor ac...,30,2,0.52,113,0.09471,0.09471
GO:0005524,ATP binding,900,21,15.6,114,0.09702,0.09702
GO:0016757,glycosyltransferase activity,141,5,2.44,115,0.09804,0.09804
GO:0005516,calmodulin binding,103,4,1.78,116,0.10347,0.10347
GO:0004674,protein serine/threonine kinase activity,275,8,4.77,117,0.10494,0.10494
GO:0008194,UDP-glycosyltransferase activity,66,3,1.14,118,0.10630,0.10630
GO:0016301,kinase activity,440,14,7.62,60,0.11045,0.02036
GO:0001784,phosphotyrosine residue binding,33,2,0.57,119,0.11122,0.11122
GO:0016763,pentosyltransferase activity,33,2,0.57,120,0.11122,0.11122
GO:0004715,non-membrane spanning protein tyrosine k...,33,2,0.57,121,0.11122,0.11122
GO:0004713,protein tyrosine kinase activity,69,3,1.2,123,0.11736,0.11736
GO:0004888,transmembrane signaling receptor activit...,253,11,4.38,27,0.11836,0.00447
GO:0019838,growth factor binding,70,3,1.21,124,0.12114,0.12114
GO:0019899,enzyme binding,1398,30,24.22,125,0.12162,0.12162
GO:1990837,sequence-specific double-stranded DNA bi...,597,21,10.34,19,0.12167,0.00146
GO:0004672,protein kinase activity,332,9,5.75,126,0.12251,0.12251
GO:0005080,protein kinase C binding,36,2,0.62,128,0.12842,0.12842
GO:0038024,cargo receptor activity,37,2,0.64,130,0.13429,0.13429
GO:0098631,cell adhesion mediator activity,37,2,0.64,131,0.13429,0.13429
GO:0036094,small molecule binding,1469,31,25.45,132,0.13631,0.13631
GO:0032934,sterol binding,38,2,0.66,133,0.14021,0.14021
GO:0046873,metal ion transmembrane transporter acti...,117,4,2.03,135,0.14511,0.14511
GO:0030165,PDZ domain binding,40,2,0.69,137,0.15222,0.15222
GO:0004620,phospholipase activity,40,2,0.69,138,0.15222,0.15222
GO:0031994,insulin-like growth factor I binding,10,1,0.17,139,0.16045,0.16045
GO:0008525,phosphatidylcholine transporter activity,10,1,0.17,140,0.16045,0.16045
GO:0034185,apolipoprotein binding,10,1,0.17,141,0.16045,0.16045
GO:0016289,CoA hydrolase activity,10,1,0.17,142,0.16045,0.16045
GO:0005245,voltage-gated calcium channel activity,10,1,0.17,143,0.16045,0.16045
GO:0036041,long-chain fatty acid binding,10,1,0.17,144,0.16045,0.16045
GO:0003951,NAD+ kinase activity,10,1,0.17,145,0.16045,0.16045
GO:0019825,oxygen binding,10,1,0.17,146,0.16045,0.16045
GO:0140036,ubiquitin-dependent protein binding,10,1,0.17,147,0.16045,0.16045
GO:0030551,cyclic nucleotide binding,10,1,0.17,148,0.16045,0.16045
GO:0015645,fatty acid ligase activity,10,1,0.17,149,0.16045,0.16045
GO:0030228,lipoprotein particle receptor activity,10,1,0.17,150,0.16045,0.16045
GO:0070513,death domain binding,10,1,0.17,151,0.16045,0.16045
GO:0045309,protein phosphorylated amino acid bindin...,43,2,0.75,152,0.17059,0.17059
GO:0042802,identical protein binding,1187,25,20.57,153,0.17319,0.17319
GO:0008514,organic anion transmembrane transporter ...,83,3,1.44,154,0.17394,0.17394
GO:0015295,solute:proton symporter activity,11,1,0.19,155,0.17501,0.17501
GO:0005545,1-phosphatidylinositol binding,11,1,0.19,156,0.17501,0.17501
GO:0005385,zinc ion transmembrane transporter activ...,11,1,0.19,157,0.17501,0.17501
GO:0017017,MAP kinase tyrosine/serine/threonine pho...,11,1,0.19,158,0.17501,0.17501
GO:0004623,phospholipase A2 activity,11,1,0.19,159,0.17501,0.17501
GO:0044548,S100 protein binding,11,1,0.19,160,0.17501,0.17501
GO:0120020,cholesterol transfer activity,11,1,0.19,161,0.17501,0.17501
GO:0050780,dopamine receptor binding,11,1,0.19,162,0.17501,0.17501
GO:0015291,secondary active transmembrane transport...,84,3,1.46,163,0.17824,0.17824
GO:0005496,steroid binding,45,2,0.78,165,0.18303,0.18303
GO:0015085,calcium ion transmembrane transporter ac...,46,2,0.8,166,0.18931,0.18931
GO:0046961,proton-transporting ATPase activity, rot...,12,1,0.21,167,0.18932,0.18932
GO:0044769,ATPase activity, coupled to transmembran...,12,1,0.21,168,0.18932,0.18932
GO:0042625,ATPase-coupled ion transmembrane transpo...,12,1,0.21,169,0.18932,0.18932
GO:0004698,calcium-dependent protein kinase C activ...,12,1,0.21,170,0.18932,0.18932
GO:0140035,ubiquitination-like modification-depende...,12,1,0.21,171,0.18932,0.18932
GO:0004622,lysophospholipase activity,12,1,0.21,172,0.18932,0.18932
GO:0009678,pyrophosphate hydrolysis-driven proton t...,12,1,0.21,173,0.18932,0.18932
GO:0120015,sterol transfer activity,12,1,0.21,174,0.18932,0.18932
GO:0033549,MAP kinase phosphatase activity,12,1,0.21,175,0.18932,0.18932
GO:0004708,MAP kinase kinase activity,12,1,0.21,176,0.18932,0.18932
GO:0003707,nuclear steroid receptor activity,12,1,0.21,177,0.18932,0.18932
GO:0004712,protein serine/threonine/tyrosine kinase...,272,7,4.71,178,0.19293,0.19293
GO:0016298,lipase activity,48,2,0.83,179,0.20193,0.20193
GO:0005521,lamin binding,13,1,0.23,180,0.20339,0.20339
GO:0004697,protein kinase C activity,13,1,0.23,181,0.20339,0.20339
GO:0016208,AMP binding,13,1,0.23,182,0.20339,0.20339
GO:0016018,cyclosporin A binding,13,1,0.23,183,0.20339,0.20339
GO:0017134,fibroblast growth factor binding,13,1,0.23,184,0.20339,0.20339
GO:0140103,catalytic activity, acting on a glycopro...,13,1,0.23,185,0.20339,0.20339
GO:0016646,oxidoreductase activity, acting on the C...,13,1,0.23,186,0.20339,0.20339
GO:0000166,nucleotide binding,1322,27,22.91,187,0.20401,0.20401
GO:1901265,nucleoside phosphate binding,1323,27,22.92,188,0.20515,0.20515
