p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
LINC00969,2.54576037466883e-155,0.292648492585178,0.867,0.679,5.09152074933767e-152,Epithelial_cells,LINC00969
FOXO3,3.31626071084077e-155,0.282692397232483,0.855,0.617,6.63252142168154e-152,Epithelial_cells,FOXO3
CTNNA1,5.04551158031134e-154,0.43509877689278,0.874,0.738,1.00910231606227e-150,Epithelial_cells,CTNNA1
SMIM14,6.31224083676443e-150,0.414623955172369,0.904,0.743,1.26244816735289e-146,Epithelial_cells,SMIM14
SYPL1,5.69633144924871e-149,0.331299401532311,0.849,0.553,1.13926628984974e-145,Epithelial_cells,SYPL1
TUBB4B,3.38413348239009e-148,0.42589175729681,0.956,0.833,6.76826696478018e-145,Epithelial_cells,TUBB4B
NUDT4,1.10518483858214e-146,0.408706037929016,0.845,0.545,2.21036967716427e-143,Epithelial_cells,NUDT4
DYNLL1,4.18773370777067e-146,0.314898722662171,0.988,0.97,8.37546741554133e-143,Epithelial_cells,DYNLL1
PHIP,4.91548491147934e-145,0.378015107048692,0.906,0.696,9.83096982295868e-142,Epithelial_cells,PHIP
CLIP1,4.38774869650429e-142,0.308587082801092,0.86,0.74,8.77549739300859e-139,Epithelial_cells,CLIP1
FOXP1,9.19928828845835e-142,0.323106451965359,0.894,0.658,1.83985765769167e-138,Epithelial_cells,FOXP1
MLXIP,2.55829034857066e-139,0.364446638083522,0.787,0.524,5.11658069714131e-136,Epithelial_cells,MLXIP
CEBPD,2.03383383667932e-136,0.440260814781046,0.787,0.58,4.06766767335864e-133,Epithelial_cells,CEBPD
C14orf1,2.36940423352567e-136,0.278115204357312,0.739,0.515,4.73880846705135e-133,Epithelial_cells,C14orf1
RAB11A,5.12167484641921e-136,0.315637153208649,0.906,0.78,1.02433496928384e-132,Epithelial_cells,RAB11A
FAM60A,6.97351681844798e-134,0.291968761988015,0.798,0.617,1.3947033636896e-130,Epithelial_cells,FAM60A
SERPINB6,1.55470782568613e-133,0.280521615820778,0.878,0.74,3.10941565137226e-130,Epithelial_cells,SERPINB6
RAB11FIP1,3.42567558951528e-133,0.389247212569229,0.909,0.829,6.85135117903056e-130,Epithelial_cells,RAB11FIP1
FAM177A1,6.21403515750543e-129,0.429314095207038,0.873,0.617,1.24280703150109e-125,Epithelial_cells,FAM177A1
SOX4,8.93206808303077e-129,0.439302824338516,0.775,0.627,1.78641361660615e-125,Epithelial_cells,SOX4
ZFP36L1,1.52673373885077e-128,0.39449111996789,0.95,0.831,3.05346747770153e-125,Epithelial_cells,ZFP36L1
XBP1,5.04273034032491e-126,0.393726204011456,0.913,0.815,1.00854606806498e-122,Epithelial_cells,XBP1
APP,6.07463314228645e-126,0.407187270817018,0.807,0.609,1.21492662845729e-122,Epithelial_cells,APP
TMEM87A,8.09808619348957e-124,0.371363613654986,0.767,0.539,1.61961723869792e-120,Epithelial_cells,TMEM87A
MAP3K13,4.37514327159845e-123,0.336236278816944,0.885,0.662,8.75028654319689e-120,Epithelial_cells,MAP3K13
GCC2,8.37332192129095e-123,0.357982778231589,0.875,0.656,1.67466438425819e-119,Epithelial_cells,GCC2
ATP1A1,4.03990280497829e-119,0.376051109489904,0.872,0.789,8.07980560995658e-116,Epithelial_cells,ATP1A1
EPS8,2.18361627774116e-118,0.383835215314311,0.675,0.462,4.36723255548233e-115,Epithelial_cells,EPS8
MEAF6,4.39431710780726e-115,0.303018552058644,0.865,0.623,8.78863421561453e-112,Epithelial_cells,MEAF6
LRP10,1.14208917254988e-113,0.336173562685271,0.823,0.649,2.28417834509977e-110,Epithelial_cells,LRP10
BCLAF1,3.46005487897564e-112,0.275024295532307,0.888,0.706,6.92010975795128e-109,Epithelial_cells,BCLAF1
HES1,1.00153670681152e-111,0.497762786824432,0.767,0.668,2.00307341362303e-108,Epithelial_cells,HES1
SPINT1,4.92803396109027e-111,0.370143814827647,0.675,0.49,9.85606792218053e-108,Epithelial_cells,SPINT1
AZIN1,2.91388940073442e-109,0.325218385328647,0.924,0.751,5.82777880146884e-106,Epithelial_cells,AZIN1
SPATS2L,4.1314331396419e-109,0.283290719993214,0.849,0.64,8.26286627928381e-106,Epithelial_cells,SPATS2L
UGDH,1.19933924168556e-108,0.355473181057339,0.748,0.611,2.39867848337111e-105,Epithelial_cells,UGDH
SCPEP1,9.32213364207746e-104,0.314134304879285,0.917,0.778,1.86442672841549e-100,Epithelial_cells,SCPEP1
GSN,6.56555251621825e-103,0.300731978327199,0.916,0.768,1.31311050324365e-99,Epithelial_cells,GSN
PNKD,2.68059936748682e-99,0.363591191958588,0.786,0.622,5.36119873497365e-96,Epithelial_cells,PNKD
ANKRD37,5.56450247456128e-99,0.270380765666889,0.825,0.5,1.11290049491226e-95,Epithelial_cells,ANKRD37
FAM3C,5.1333294187384e-95,0.278288940645268,0.812,0.703,1.02666588374768e-91,Epithelial_cells,FAM3C
OTUD6B-AS1,3.54997866598449e-93,0.260583655269773,0.804,0.608,7.09995733196898e-90,Epithelial_cells,OTUD6B-AS1
HOPX,8.21354764818254e-93,0.328876545202722,0.61,0.386,1.64270952963651e-89,Epithelial_cells,HOPX
EID1,1.75094581596802e-90,0.262429122780878,0.917,0.786,3.50189163193603e-87,Epithelial_cells,EID1
IRF1,2.22248901128208e-88,0.30319921116856,0.936,0.81,4.44497802256415e-85,Epithelial_cells,IRF1
ERRFI1,3.16309619078449e-88,0.400943448391815,0.767,0.688,6.32619238156898e-85,Epithelial_cells,ERRFI1
CPD,1.93229125652093e-87,0.283035913689856,0.797,0.678,3.86458251304186e-84,Epithelial_cells,CPD
SQLE,3.67832222317121e-85,0.428917157619078,0.69,0.596,7.35664444634241e-82,Epithelial_cells,SQLE
OCIAD2,9.4504723116724e-85,0.30473668105498,0.717,0.559,1.89009446233448e-81,Epithelial_cells,OCIAD2
PRRG4,1.63201326070785e-84,0.395088252011812,0.703,0.583,3.26402652141569e-81,Epithelial_cells,PRRG4
TOB1,1.91835072822028e-83,0.338812187353747,0.825,0.698,3.83670145644057e-80,Epithelial_cells,TOB1
TBL1XR1,3.35034374656599e-83,0.259534784621951,0.782,0.65,6.70068749313198e-80,Epithelial_cells,TBL1XR1
HDGF,4.53316630866988e-83,0.330534465254855,0.785,0.631,9.06633261733977e-80,Epithelial_cells,HDGF
PNISR,2.58834309492139e-82,0.302101836848606,0.929,0.639,5.17668618984278e-79,Epithelial_cells,PNISR
POLD2,1.40121360643226e-81,0.25655276374359,0.76,0.608,2.80242721286452e-78,Epithelial_cells,POLD2
SFTPB,4.21048861760004e-81,0.573985519086514,0.632,0.564,8.42097723520009e-78,Epithelial_cells,SFTPB
HMGB3,5.17500434479957e-81,0.344242414173186,0.72,0.602,1.03500086895991e-77,Epithelial_cells,HMGB3
NFKBIZ,5.97993313223372e-79,0.315482100187032,0.896,0.834,1.19598662644674e-75,Epithelial_cells,NFKBIZ
NUCKS1,1.51708780615282e-78,0.275779229528787,0.891,0.773,3.03417561230564e-75,Epithelial_cells,NUCKS1
MTRNR2L12,5.45940995775327e-77,0.292812235878216,0.885,0.848,1.09188199155065e-73,Epithelial_cells,MTRNR2L12
CD46,1.16162651456829e-75,0.29923233393589,0.791,0.752,2.32325302913658e-72,Epithelial_cells,CD46
FKBP2,8.25608941652266e-75,0.277708908553422,0.853,0.797,1.65121788330453e-71,Epithelial_cells,FKBP2
TLE4,1.36734101494691e-74,0.258276787977346,0.825,0.664,2.73468202989381e-71,Epithelial_cells,TLE4
CTNND1,6.80073061078844e-73,0.333677522009524,0.739,0.629,1.36014612215769e-69,Epithelial_cells,CTNND1
TM4SF1,6.48886426207285e-71,0.474382829273628,0.644,0.63,1.29777285241457e-67,Epithelial_cells,TM4SF1
PTP4A1,2.98167529587604e-68,0.30876277079448,0.841,0.706,5.96335059175208e-65,Epithelial_cells,PTP4A1
CLINT1,3.48197695523285e-68,0.263196282344414,0.758,0.601,6.9639539104657e-65,Epithelial_cells,CLINT1
S100A14,6.12540178313218e-68,0.350380682680823,0.587,0.499,1.22508035662644e-64,Epithelial_cells,S100A14
MKNK2,1.84574790614017e-67,0.301470913137349,0.793,0.678,3.69149581228034e-64,Epithelial_cells,MKNK2
VMP1,1.24199356250829e-66,0.252161095047198,0.923,0.865,2.48398712501658e-63,Epithelial_cells,VMP1
KCNQ1OT1,2.82074011241251e-65,0.322468934755887,0.755,0.609,5.64148022482502e-62,Epithelial_cells,KCNQ1OT1
CARHSP1,3.71207956162296e-65,0.253752864224898,0.725,0.585,7.42415912324591e-62,Epithelial_cells,CARHSP1
PDIA4,4.77644723134836e-64,0.284026202549176,0.814,0.719,9.55289446269671e-61,Epithelial_cells,PDIA4
CPEB4,3.15822660131419e-63,0.259718696995334,0.844,0.728,6.31645320262837e-60,Epithelial_cells,CPEB4
DNAJA4,3.27856830061673e-62,0.264928515502933,0.894,0.769,6.55713660123346e-59,Epithelial_cells,DNAJA4
ARPC1A,5.86241820229965e-62,0.250125481176777,0.827,0.741,1.17248364045993e-58,Epithelial_cells,ARPC1A
RRBP1,1.7851887840985e-60,0.272719944167138,0.786,0.739,3.57037756819699e-57,Epithelial_cells,RRBP1
C8orf4,3.12113210168827e-57,0.370463292105852,0.564,0.432,6.24226420337654e-54,Epithelial_cells,C8orf4
IER2,4.98498546190971e-57,0.251457559376556,0.885,0.816,9.96997092381941e-54,Epithelial_cells,IER2
PRDX2,1.13844987758002e-56,0.307878162277386,0.688,0.558,2.27689975516003e-53,Epithelial_cells,PRDX2
HOOK2,2.48954581576321e-56,0.32346164239166,0.603,0.49,4.97909163152642e-53,Epithelial_cells,HOOK2
MALL,2.79283594742775e-56,0.266622941273658,0.536,0.401,5.5856718948555e-53,Epithelial_cells,MALL
BNIP3,4.53493463796741e-56,0.319618932352882,0.718,0.628,9.06986927593482e-53,Epithelial_cells,BNIP3
NFIC,9.99105658546868e-56,0.304310958474434,0.723,0.637,1.99821131709374e-52,Epithelial_cells,NFIC
HINT2,1.64296035621045e-54,0.272192178516829,0.763,0.636,3.2859207124209e-51,Epithelial_cells,HINT2
LDLR,1.75268182901681e-51,0.313907044564907,0.716,0.774,3.50536365803362e-48,Epithelial_cells,LDLR
MYO6,7.48226893742151e-50,0.367678106285391,0.644,0.668,1.4964537874843e-46,Epithelial_cells,MYO6
TPM1,6.75064187127623e-49,0.300101642382943,0.622,0.52,1.35012837425525e-45,Epithelial_cells,TPM1
BPTF,6.92924270304531e-48,0.250429835108917,0.752,0.625,1.38584854060906e-44,Epithelial_cells,BPTF
GDE1,2.18976963957034e-47,0.272649318536318,0.629,0.5,4.37953927914068e-44,Epithelial_cells,GDE1
NET1,6.53383204188157e-46,0.323969771923451,0.63,0.565,1.30676640837631e-42,Epithelial_cells,NET1
WBSCR22,6.05767935242167e-43,0.252711582872577,0.705,0.609,1.21153587048433e-39,Epithelial_cells,WBSCR22
RNF145,6.86782045587494e-41,0.291928915672154,0.676,0.651,1.37356409117499e-37,Epithelial_cells,RNF145
GIPC1,1.33821876178665e-40,0.27741748017998,0.648,0.61,2.6764375235733e-37,Epithelial_cells,GIPC1
HSBP1L1,5.09203267953892e-38,0.267890597349572,0.653,0.59,1.01840653590778e-34,Epithelial_cells,HSBP1L1
SESTD1,1.42336485033124e-36,0.254414466446072,0.663,0.607,2.84672970066248e-33,Epithelial_cells,SESTD1
NEDD9,2.46570695828972e-36,0.253172450808024,0.661,0.629,4.93141391657944e-33,Epithelial_cells,NEDD9
HIST1H1C,6.50855289771004e-35,0.353631019646094,0.613,0.551,1.30171057954201e-31,Epithelial_cells,HIST1H1C
ERLEC1,8.07625570537386e-33,0.272821027115029,0.63,0.555,1.61525114107477e-29,Epithelial_cells,ERLEC1
TNFRSF12A,8.71298199111121e-33,0.29264451224197,0.648,0.62,1.74259639822224e-29,Epithelial_cells,TNFRSF12A
MVP,6.4609974177978e-30,0.250906489891446,0.66,0.694,1.29219948355956e-26,Epithelial_cells,MVP
SMARCA4,6.00359523514334e-29,0.270286315645708,0.613,0.569,1.20071904702867e-25,Epithelial_cells,SMARCA4
MGLL,2.11675936531704e-27,0.25128042733874,0.587,0.592,4.23351873063407e-24,Epithelial_cells,MGLL
HMGCS1,1.80028109960197e-23,0.278944559504256,0.607,0.593,3.60056219920395e-20,Epithelial_cells,HMGCS1
LMAN1,2.77559109383649e-23,0.266299548735661,0.655,0.653,5.55118218767298e-20,Epithelial_cells,LMAN1
SRGN,0,0.997308350596052,0.999,0.829,0,Monocyte,SRGN
AIF1,1.31274142731781e-285,0.93923564394936,0.971,0.772,2.62548285463563e-282,Monocyte,AIF1
PLEK,2.45912927679525e-261,0.797905347689458,0.944,0.729,4.9182585535905e-258,Monocyte,PLEK
LST1,2.07399400054274e-256,0.88249602865717,0.976,0.814,4.14798800108548e-253,Monocyte,LST1
PLAUR,4.08931368462444e-255,0.867145948790847,0.97,0.755,8.17862736924888e-252,Monocyte,PLAUR
VCAN,1.39872120209942e-246,0.702515508650879,0.931,0.707,2.79744240419884e-243,Monocyte,VCAN
HLA-DPB1,2.71256272517081e-245,0.839112298891843,0.97,0.758,5.42512545034162e-242,Monocyte,HLA-DPB1
LGALS1,3.03568386309773e-245,0.79381466498357,0.987,0.744,6.07136772619547e-242,Monocyte,LGALS1
IFI30,1.0973546784661e-243,0.758336509730761,0.977,0.629,2.19470935693219e-240,Monocyte,IFI30
BCL2A1,1.25378540021123e-242,0.79742506079793,0.969,0.783,2.50757080042246e-239,Monocyte,BCL2A1
SAMSN1,3.02084126809376e-228,0.787926089115027,0.954,0.647,6.04168253618751e-225,Monocyte,SAMSN1
SLC2A3,2.02479576652803e-227,0.785379581863204,0.982,0.699,4.04959153305607e-224,Monocyte,SLC2A3
TNFRSF1B,7.54080724776909e-226,0.649315550088581,0.92,0.608,1.50816144955382e-222,Monocyte,TNFRSF1B
FCER1G,4.05646839984302e-219,0.852144156185748,0.995,0.844,8.11293679968605e-216,Monocyte,FCER1G
HLA-DRA,2.3440072994683e-216,0.640763119236584,0.999,0.933,4.6880145989366e-213,Monocyte,HLA-DRA
CST3,6.60122700810574e-214,0.506765108764859,0.993,0.938,1.32024540162115e-210,Monocyte,CST3
IL1B,8.72067747134493e-214,0.794597521496044,0.898,0.629,1.74413549426899e-210,Monocyte,IL1B
HLA-DPA1,1.98301472082837e-208,0.765530030669512,0.974,0.805,3.96602944165675e-205,Monocyte,HLA-DPA1
C15orf48,1.93029559371192e-206,0.814045911436308,0.909,0.644,3.86059118742384e-203,Monocyte,C15orf48
GAPDH,1.1007614866579e-204,0.361891729511274,0.998,0.963,2.20152297331581e-201,Monocyte,GAPDH
NAMPT,2.47794551658675e-200,0.570939192832038,0.998,0.916,4.9558910331735e-197,Monocyte,NAMPT
LYZ,3.14513834505476e-200,0.825343425691368,0.997,0.802,6.29027669010953e-197,Monocyte,LYZ
S100A8,6.59816872036124e-196,0.661908441511059,0.952,0.778,1.31963374407225e-192,Monocyte,S100A8
EMP3,5.08544968357347e-194,0.674189205769632,0.986,0.781,1.01708993671469e-190,Monocyte,EMP3
ANPEP,2.53364751388912e-193,0.323822794086855,0.903,0.589,5.06729502777824e-190,Monocyte,ANPEP
TYROBP,1.68564883279769e-192,0.884118106338122,0.999,0.859,3.37129766559539e-189,Monocyte,TYROBP
RGS2,4.83588177571266e-190,0.828392781742358,0.926,0.57,9.67176355142532e-187,Monocyte,RGS2
PTPRC,9.43639218567757e-189,0.584395173022838,0.97,0.69,1.88727843713551e-185,Monocyte,PTPRC
CD74,1.29772818346348e-186,0.441437424560253,1,0.978,2.59545636692695e-183,Monocyte,CD74
MYO1G,3.63795403775051e-184,0.370820558996954,0.848,0.398,7.27590807550101e-181,Monocyte,MYO1G
ATP1B3,5.96169668693921e-184,0.654009770169167,0.953,0.733,1.19233933738784e-180,Monocyte,ATP1B3
COTL1,2.66033688090263e-182,0.597889638833587,0.959,0.754,5.32067376180527e-179,Monocyte,COTL1
ARPC2,1.83239910177156e-173,0.494250945649054,0.996,0.865,3.66479820354312e-170,Monocyte,ARPC2
HLA-DRB1,8.65749429621988e-173,0.634356932535879,0.97,0.861,1.73149885924398e-169,Monocyte,HLA-DRB1
HLA-DQB1,2.24851556501089e-170,0.72662452131519,0.904,0.683,4.49703113002177e-167,Monocyte,HLA-DQB1
ACTB,1.74122764712353e-169,0.25975630003441,1,1,3.48245529424705e-166,Monocyte,ACTB
TIMP1,3.7725699717766e-169,0.729962301851663,0.968,0.742,7.5451399435532e-166,Monocyte,TIMP1
AP1S2,3.90904777782744e-169,0.55597036240443,0.867,0.607,7.81809555565488e-166,Monocyte,AP1S2
CD300A,2.53494002456086e-168,0.504362296051823,0.833,0.617,5.06988004912172e-165,Monocyte,CD300A
CD83,1.93420973906475e-163,0.676341115183377,0.935,0.708,3.86841947812949e-160,Monocyte,CD83
LSP1,1.32702406774715e-162,0.555566127927981,0.932,0.771,2.6540481354943e-159,Monocyte,LSP1
LINC00936,2.28524681846668e-162,0.327214718053655,0.847,0.443,4.57049363693335e-159,Monocyte,LINC00936
GPR183,2.52110377896493e-162,0.865541009554573,0.811,0.377,5.04220755792986e-159,Monocyte,GPR183
HCK,1.31357459007274e-161,0.430867851564169,0.897,0.726,2.62714918014548e-158,Monocyte,HCK
CLEC7A,3.46956744997701e-161,0.570561677146938,0.883,0.622,6.93913489995401e-158,Monocyte,CLEC7A
RIPK2,1.15093081569011e-160,0.637996653764037,0.844,0.456,2.30186163138021e-157,Monocyte,RIPK2
S100A9,1.58152059426195e-160,0.684505404938644,0.972,0.744,3.1630411885239e-157,Monocyte,S100A9
LAPTM5,1.19012967671221e-157,0.647083264341298,0.981,0.8,2.38025935342441e-154,Monocyte,LAPTM5
LCP1,2.24870525436026e-157,0.542912405003628,0.97,0.772,4.49741050872051e-154,Monocyte,LCP1
SOD2,2.63300835937769e-157,0.542903939828109,0.99,0.875,5.26601671875538e-154,Monocyte,SOD2
CD48,3.84154019070037e-155,0.564762601704308,0.902,0.586,7.68308038140073e-152,Monocyte,CD48
ITGB2,3.325660390482e-154,0.652475135557149,0.867,0.499,6.651320780964e-151,Monocyte,ITGB2
CORO1A,6.82492818746683e-154,0.57381831413036,0.86,0.423,1.36498563749337e-150,Monocyte,CORO1A
SERPINB9,2.20037922532117e-153,0.607571594064603,0.863,0.638,4.40075845064234e-150,Monocyte,SERPINB9
RNASET2,4.10571354844435e-152,0.640026985158968,0.894,0.591,8.2114270968887e-149,Monocyte,RNASET2
SH3BGRL3,3.24051351377404e-151,0.50527505170216,0.999,0.9,6.48102702754808e-148,Monocyte,SH3BGRL3
CARD16,3.1159590358284e-150,0.434272602253335,0.948,0.749,6.2319180716568e-147,Monocyte,CARD16
MS4A6A,3.81502321661401e-150,0.660887313090007,0.82,0.564,7.63004643322802e-147,Monocyte,MS4A6A
