fromNode	toNode	weight	direction	fromAltName	toAltName
ACAP1	TCIRG1	0.0389604673827675	undirected	NA	NA
ACAP1	TIGIT	0.13964861185809	undirected	NA	NA
ACAP1	TLR10	0.113319107705034	undirected	NA	NA
ACAP1	TMC8	0.210545331841933	undirected	NA	NA
ACAP1	TNFRSF13C	0.283405634637458	undirected	NA	NA
ACAP1	TNFRSF14	0.0660122487983616	undirected	NA	NA
ACAP1	TNFRSF17	0.134995738439824	undirected	NA	NA
ACAP1	TNFRSF4	0.0740875353512147	undirected	NA	NA
ACAP1	TNFRSF9	0.0518216278928191	undirected	NA	NA
ACAP1	TNFSF13B	0.058725083356336	undirected	NA	NA
ACAP1	TRAF1	0.117819900371963	undirected	NA	NA
ACAP1	TRIM22	0.0665861369583546	undirected	NA	NA
ACAP1	TRIM69	0.030115365333339	undirected	NA	NA
ACAP1	UBASH3A	0.186312502555754	undirected	NA	NA
ACAP1	UBE2L6	0.0361711838815227	undirected	NA	NA
ACAP1	VCAM1	0.0378906898522108	undirected	NA	NA
ACAP1	VPREB3	0.30531992147736	undirected	NA	NA
ACAP1	WAS	0.20516160572184	undirected	NA	NA
ACAP1	WIPF1	0.142042923481692	undirected	NA	NA
ACAP1	ZAP70	0.213036411188747	undirected	NA	NA
ACAP1	ZBP1	0.155140101029909	undirected	NA	NA
ACAP1	ZFYVE28	0.0498392823227373	undirected	NA	NA
ACAP1	ZNF683	0.112723771948916	undirected	NA	NA
ADAM19	AKNA	0.0378222631477082	undirected	NA	NA
ADAM19	ARHGAP25	0.031149462426549	undirected	NA	NA
ADAM19	ARHGAP9	0.0435625374946861	undirected	NA	NA
ADAM19	BTN2A2	0.0225570270537211	undirected	NA	NA
ADAM19	BTN3A1	0.0201193146654694	undirected	NA	NA
ADAM19	CCR5	0.0378638968141368	undirected	NA	NA
ADAM19	CCR7	0.0210511343562125	undirected	NA	NA
ADAM19	CCR8	0.0256406733895031	undirected	NA	NA
ADAM19	CD180	0.0279199843655918	undirected	NA	NA
ADAM19	CD19	0.0207669681582197	undirected	NA	NA
ADAM19	CD2	0.0321661054744281	undirected	NA	NA
ADAM19	CD247	0.0340620448714792	undirected	NA	NA
ADAM19	CD27	0.022862280494075	undirected	NA	NA
ADAM19	CD37	0.0226379606516697	undirected	NA	NA
ADAM19	CD3D	0.0236773822273592	undirected	NA	NA
ADAM19	CD3E	0.0354815469190891	undirected	NA	NA
ADAM19	CD3G	0.0305096957235249	undirected	NA	NA
ADAM19	CD40LG	0.0208135481430667	undirected	NA	NA
ADAM19	CD5	0.0210913520279127	undirected	NA	NA
ADAM19	CD6	0.0359518828425897	undirected	NA	NA
ADAM19	CD72	0.0246396138926595	undirected	NA	NA
ADAM19	CD79A	0.0208172539994222	undirected	NA	NA
ADAM19	CIITA	0.0347543407023198	undirected	NA	NA
ADAM19	CORO1A	0.030207933815072	undirected	NA	NA
ADAM19	CPNE5	0.0219407917221506	undirected	NA	NA
ADAM19	CXCR6	0.0251056604764478	undirected	NA	NA
ADAM19	CYTIP	0.0426365233198997	undirected	NA	NA
ADAM19	DOCK2	0.050086992462218	undirected	NA	NA
ADAM19	EBI3	0.0223645070600556	undirected	NA	NA
ADAM19	EOMES	0.0211611803553375	undirected	NA	NA
ADAM19	FAM78A	0.0353686115276506	undirected	NA	NA
ADAM19	FCRLA	0.0218780384862358	undirected	NA	NA
ADAM19	FNBP1	0.0328144954391043	undirected	NA	NA
ADAM19	FOXP3	0.0236426262316485	undirected	NA	NA
ADAM19	GBP5	0.0203533749999152	undirected	NA	NA
ADAM19	GRAP2	0.0211367632167416	undirected	NA	NA
ADAM19	GZMK	0.0205883158022631	undirected	NA	NA
ADAM19	HAPLN3	0.0214692335879464	undirected	NA	NA
ADAM19	ICAM3	0.026391183296604	undirected	NA	NA
ADAM19	IKZF1	0.0571656866413902	undirected	NA	NA
ADAM19	IKZF3	0.0405574840605943	undirected	NA	NA
ADAM19	IL10RA	0.0456496328948504	undirected	NA	NA
ADAM19	IL12RB1	0.0398193564204018	undirected	NA	NA
ADAM19	IL16	0.033455196318542	undirected	NA	NA
ADAM19	IL21R	0.034383222162834	undirected	NA	NA
ADAM19	IL2RA	0.0266718608752487	undirected	NA	NA
ADAM19	IL2RB	0.0236031416338077	undirected	NA	NA
ADAM19	INPP5D	0.0348131771896881	undirected	NA	NA
ADAM19	IRF8	0.0308713850976178	undirected	NA	NA
ADAM19	ITGAL	0.0293544449754878	undirected	NA	NA
ADAM19	ITGB7	0.0296523836441366	undirected	NA	NA
ADAM19	JAK3	0.0324969487665901	undirected	NA	NA
ADAM19	KLHL6	0.0353109171912934	undirected	NA	NA
ADAM19	LAX1	0.0231123147300606	undirected	NA	NA
ADAM19	LCK	0.02895673375194	undirected	NA	NA
ADAM19	LTB	0.0213582824913637	undirected	NA	NA
ADAM19	MAP4K1	0.0286142996115698	undirected	NA	NA
ADAM19	MYO9B	0.0208414176398964	undirected	NA	NA
ADAM19	NCR3	0.0206737771854322	undirected	NA	NA
ADAM19	NLRC3	0.0450663365195669	undirected	NA	NA
ADAM19	NLRC5	0.0257657483488667	undirected	NA	NA
ADAM19	P2RY10	0.0419643835595174	undirected	NA	NA
ADAM19	P2RY8	0.0307910618031303	undirected	NA	NA
ADAM19	PDCD1	0.025574756061389	undirected	NA	NA
ADAM19	PIK3CD	0.0234825593140184	undirected	NA	NA
ADAM19	PIM2	0.0204757037707705	undirected	NA	NA
ADAM19	PLA2G2D	0.0212857609379895	undirected	NA	NA
ADAM19	PLCG2	0.0260920962103656	undirected	NA	NA
ADAM19	POU2AF1	0.0206620079456399	undirected	NA	NA
ADAM19	POU2F2	0.023911628934493	undirected	NA	NA
ADAM19	PPP1R16B	0.024576024514696	undirected	NA	NA
ADAM19	PPP1R18	0.021515348286079	undirected	NA	NA
ADAM19	PRKCB	0.0388932513690114	undirected	NA	NA
ADAM19	PSTPIP1	0.0302189176669713	undirected	NA	NA
ADAM19	PTPN7	0.0216620142770536	undirected	NA	NA
ADAM19	PTPRC	0.0580684495999998	undirected	NA	NA
ADAM19	PYHIN1	0.0399431864882645	undirected	NA	NA
ADAM19	RAC2	0.0201748273581137	undirected	NA	NA
ADAM19	RASAL3	0.037071494039542	undirected	NA	NA
ADAM19	RHOH	0.0334837303497233	undirected	NA	NA
ADAM19	SASH3	0.0335247656613507	undirected	NA	NA
ADAM19	SEMA4D	0.0222642860633781	undirected	NA	NA
ADAM19	SH2D1A	0.0308026049802571	undirected	NA	NA
ADAM19	SIRPG	0.0323343833525849	undirected	NA	NA
ADAM19	SIT1	0.0237936303031912	undirected	NA	NA
ADAM19	SLA2	0.0350703139298943	undirected	NA	NA
ADAM19	SLAMF1	0.0396552744595289	undirected	NA	NA
ADAM19	SLAMF6	0.0394774794511463	undirected	NA	NA
ADAM19	SNX20	0.039404004392587	undirected	NA	NA
ADAM19	SP140	0.0360738092173137	undirected	NA	NA
ADAM19	STAP1	0.0203256674807479	undirected	NA	NA
ADAM19	TAGAP	0.0425470128979804	undirected	NA	NA
ADAM19	TBC1D10C	0.0294107046987729	undirected	NA	NA
ADAM19	TIGIT	0.0411951102408686	undirected	NA	NA
ADAM19	TMC8	0.0201655080884969	undirected	NA	NA
ADAM19	TNFRSF9	0.0252954129663864	undirected	NA	NA
ADAM19	TNFSF13B	0.0253951048202964	undirected	NA	NA
ADAM19	TRAF1	0.0276376621654078	undirected	NA	NA
ADAM19	TRIM22	0.0231733045110854	undirected	NA	NA
ADAM19	UBASH3A	0.0343103276080414	undirected	NA	NA
ADAM19	VCAM1	0.0226790139259288	undirected	NA	NA
ADAM19	VPREB3	0.0201458560498647	undirected	NA	NA
ADAM19	WAS	0.0313240441019546	undirected	NA	NA
ADAM19	WIPF1	0.0569616118764548	undirected	NA	NA
ADAM19	ZAP70	0.0323592269479272	undirected	NA	NA
ADAM19	ZBP1	0.0220359216469	undirected	NA	NA
ADAMDEC1	AKNA	0.0546641996720488	undirected	NA	NA
ADAMDEC1	APOBEC3G	0.0389720894241357	undirected	NA	NA
ADAMDEC1	ARHGAP25	0.0671419396334427	undirected	NA	NA
ADAMDEC1	ARHGAP9	0.0841371738230959	undirected	NA	NA
ADAMDEC1	BANK1	0.0221492743202934	undirected	NA	NA
ADAMDEC1	BATF2	0.0253281338888879	undirected	NA	NA
ADAMDEC1	BTN2A2	0.0377503803324993	undirected	NA	NA
ADAMDEC1	BTN3A1	0.0480701988306336	undirected	NA	NA
ADAMDEC1	BTN3A2	0.0273583450252967	undirected	NA	NA
ADAMDEC1	BTN3A3	0.0375149939088199	undirected	NA	NA
ADAMDEC1	CCL5	0.0497910594508269	undirected	NA	NA
ADAMDEC1	CCR5	0.107401899727793	undirected	NA	NA
ADAMDEC1	CCR7	0.0287866907213476	undirected	NA	NA
ADAMDEC1	CCR8	0.0378732892915459	undirected	NA	NA
ADAMDEC1	CD180	0.0640356030271553	undirected	NA	NA
ADAMDEC1	CD19	0.0303936002604	undirected	NA	NA
ADAMDEC1	CD2	0.108250986516284	undirected	NA	NA
ADAMDEC1	CD22	0.0204856029256055	undirected	NA	NA
ADAMDEC1	CD247	0.0893688157518055	undirected	NA	NA
ADAMDEC1	CD27	0.0587224334282289	undirected	NA	NA
ADAMDEC1	CD37	0.0436833848618615	undirected	NA	NA
ADAMDEC1	CD38	0.022219103091026	undirected	NA	NA
ADAMDEC1	CD3D	0.0871346778083098	undirected	NA	NA
ADAMDEC1	CD3E	0.0963844463796186	undirected	NA	NA
ADAMDEC1	CD3G	0.0860812097572822	undirected	NA	NA
ADAMDEC1	CD40LG	0.0426505136568748	undirected	NA	NA
ADAMDEC1	CD48	0.0675378433678527	undirected	NA	NA
ADAMDEC1	CD5	0.0452217174834124	undirected	NA	NA
ADAMDEC1	CD6	0.0834874865191965	undirected	NA	NA
ADAMDEC1	CD7	0.0317968800621799	undirected	NA	NA
ADAMDEC1	CD72	0.0600165141903943	undirected	NA	NA
ADAMDEC1	CD79A	0.0377009767295039	undirected	NA	NA
ADAMDEC1	CD79B	0.0316278918879133	undirected	NA	NA
ADAMDEC1	CD8A	0.0711411580254391	undirected	NA	NA
ADAMDEC1	CIITA	0.0420676475856731	undirected	NA	NA
ADAMDEC1	CORO1A	0.0611817713679434	undirected	NA	NA
ADAMDEC1	CPNE5	0.0423321500887705	undirected	NA	NA
ADAMDEC1	CR2	0.0213135267543954	undirected	NA	NA
ADAMDEC1	CXCL10	0.0364289182530202	undirected	NA	NA
ADAMDEC1	CXCL9	0.0608773855738003	undirected	NA	NA
ADAMDEC1	CXCR3	0.0387019667322667	undirected	NA	NA
ADAMDEC1	CXCR4	0.036357349715422	undirected	NA	NA
ADAMDEC1	CXCR6	0.089253308381237	undirected	NA	NA
ADAMDEC1	CYTIP	0.0709117906765108	undirected	NA	NA
ADAMDEC1	DENND2D	0.0236694344119401	undirected	NA	NA
ADAMDEC1	DERL3	0.0359710996770926	undirected	NA	NA
ADAMDEC1	DOCK2	0.0775317577241487	undirected	NA	NA
ADAMDEC1	EBI3	0.034142614539652	undirected	NA	NA
ADAMDEC1	EOMES	0.0483703579539854	undirected	NA	NA
ADAMDEC1	EPSTI1	0.0436368397194349	undirected	NA	NA
ADAMDEC1	ETV7	0.0271960031379201	undirected	NA	NA
ADAMDEC1	FAM78A	0.0725797726700603	undirected	NA	NA
ADAMDEC1	FASLG	0.0641413453333012	undirected	NA	NA
ADAMDEC1	FCRL5	0.033887047400687	undirected	NA	NA
ADAMDEC1	FCRLA	0.0355910323409153	undirected	NA	NA
ADAMDEC1	FNBP1	0.0441678704658622	undirected	NA	NA
ADAMDEC1	FOXP3	0.0447651244260926	undirected	NA	NA
ADAMDEC1	GAPT	0.0331095957989272	undirected	NA	NA
ADAMDEC1	GBP1	0.0532325008619426	undirected	NA	NA
ADAMDEC1	GBP2	0.0372025207764262	undirected	NA	NA
ADAMDEC1	GBP5	0.0592047238301481	undirected	NA	NA
ADAMDEC1	GIMAP2	0.0651353075786836	undirected	NA	NA
ADAMDEC1	GRAP2	0.0410307253479861	undirected	NA	NA
ADAMDEC1	GZMA	0.0574090840969406	undirected	NA	NA
ADAMDEC1	GZMB	0.0440873604715605	undirected	NA	NA
ADAMDEC1	GZMH	0.0440574108526722	undirected	NA	NA
ADAMDEC1	GZMK	0.0652040013460046	undirected	NA	NA
ADAMDEC1	HAPLN3	0.0274364067105646	undirected	NA	NA
ADAMDEC1	HCP5	0.0301005724323494	undirected	NA	NA
ADAMDEC1	HERPUD1	0.0294072260070885	undirected	NA	NA
ADAMDEC1	HLA-DOB	0.0391245855546341	undirected	NA	NA
ADAMDEC1	HSH2D	0.021377161212	undirected	NA	NA
ADAMDEC1	ICAM3	0.0646648440615759	undirected	NA	NA
ADAMDEC1	IFIH1	0.0220965719711505	undirected	NA	NA
ADAMDEC1	IGKV1D-8	0.0419680770937766	undirected	NA	NA
ADAMDEC1	IKZF1	0.0750116183424448	undirected	NA	NA
ADAMDEC1	IKZF3	0.0677358773551401	undirected	NA	NA
ADAMDEC1	IL10RA	0.104033790583731	undirected	NA	NA
ADAMDEC1	IL12RB1	0.0920777338988411	undirected	NA	NA
ADAMDEC1	IL16	0.0635124369162162	undirected	NA	NA
ADAMDEC1	IL21R	0.0721079801295209	undirected	NA	NA
ADAMDEC1	IL2RA	0.0254978294080697	undirected	NA	NA
ADAMDEC1	IL2RB	0.0649144661187513	undirected	NA	NA
ADAMDEC1	IL2RG	0.0447549612204004	undirected	NA	NA
ADAMDEC1	IL4I1	0.0411818746338551	undirected	NA	NA
ADAMDEC1	INPP5D	0.0551673359305328	undirected	NA	NA
ADAMDEC1	IRF2	0.0202915423139006	undirected	NA	NA
ADAMDEC1	IRF4	0.0418560882848113	undirected	NA	NA
ADAMDEC1	IRF8	0.0681447673642483	undirected	NA	NA
ADAMDEC1	ITGAL	0.064683828473085	undirected	NA	NA
ADAMDEC1	ITGB7	0.073979117141646	undirected	NA	NA
ADAMDEC1	JAK3	0.0512172384762972	undirected	NA	NA
ADAMDEC1	KIF21B	0.0203172276971422	undirected	NA	NA
ADAMDEC1	KLHL6	0.054439282107822	undirected	NA	NA
ADAMDEC1	KLRB1	0.0542043369169212	undirected	NA	NA
ADAMDEC1	LAG3	0.0409369479301951	undirected	NA	NA
ADAMDEC1	LAP3	0.0567155642473236	undirected	NA	NA
ADAMDEC1	LAX1	0.0581108688115904	undirected	NA	NA
ADAMDEC1	LCK	0.0731959886724135	undirected	NA	NA
ADAMDEC1	LIMD2	0.0286899361184778	undirected	NA	NA
ADAMDEC1	LTB	0.0280129895095549	undirected	NA	NA
ADAMDEC1	LYL1	0.024468412876482	undirected	NA	NA
ADAMDEC1	MAP4K1	0.0571702504977624	undirected	NA	NA
ADAMDEC1	MEI1	0.0458888043481985	undirected	NA	NA
ADAMDEC1	MICB	0.0202504558139217	undirected	NA	NA
ADAMDEC1	MS4A1	0.0268094564075326	undirected	NA	NA
ADAMDEC1	MZB1	0.0396404216126549	undirected	NA	NA
ADAMDEC1	NAPSB	0.0337406844704161	undirected	NA	NA
ADAMDEC1	NCR3	0.0491577946113469	undirected	NA	NA
ADAMDEC1	NKG7	0.0429526651262014	undirected	NA	NA
ADAMDEC1	NLRC3	0.0740831243419594	undirected	NA	NA
ADAMDEC1	NLRC5	0.0422439576333219	undirected	NA	NA
ADAMDEC1	NUB1	0.0275480517643605	undirected	NA	NA
ADAMDEC1	P2RY10	0.0900764102554595	undirected	NA	NA
ADAMDEC1	P2RY8	0.0603517066259167	undirected	NA	NA
ADAMDEC1	PARP12	0.0232570564156952	undirected	NA	NA
ADAMDEC1	PDCD1	0.0627990443907101	undirected	NA	NA
ADAMDEC1	PIK3CD	0.0363958504876043	undirected	NA	NA
ADAMDEC1	PIM2	0.0460367260056589	undirected	NA	NA
ADAMDEC1	PLA2G2D	0.063583837775664	undirected	NA	NA
ADAMDEC1	PLCG2	0.0415656469094134	undirected	NA	NA
